,Transaction ID,Date,Product,Source,Count of Sessions,Quantity,Product Revenue,Landing Page,Device Category
1550,#10847,20190624,Accessory,affirm.com,4,1,$220.00,/checkout/thank_you,desktop
1551,#10848,20190624,Accessory,google,2,1,$99.00,/,desktop
1552,#10848,20190624,Boat B,google,2,1,"$1,299.00",/,desktop
1553,#10851,20190624,Accessory,google,1,1,$99.00,/,desktop
1554,#10851,20190624,Accessory,google,1,1,$99.00,/,desktop
1555,#10852,20190624,Accessory,google,2,1,$17.00,/collections/replacementparts/products/replacement-deck-strap-x,desktop
1556,#10854,20190624,Boat B,google,2,2,"$2,598.00",/cart,desktop
1557,#10836,20190623,Accessory,google,2,1,$149.00,/,mobile
1558,#10836,20190623,Accessory,google,2,2,$398.00,/,mobile
1559,#10837,20190623,Accessory,google,1,1,$65.00,/products/oru-pack,desktop
1560,#10837,20190623,Accessory,google,1,1,$199.00,/products/oru-pack,desktop
1561,#10837,20190623,Accessory,google,1,1,$99.00,/products/oru-pack,desktop
1562,#10837,20190623,Accessory,google,1,1,$99.00,/products/oru-pack,desktop
1563,#10839,20190623,Accessory,google,2,1,$199.00,/collections/accessories,desktop
1564,#10840,20190623,Accessory,google,1,1,$99.00,/,desktop
1565,#10841,20190623,Accessory,google,5,1,$199.00,/,desktop
1566,#10842,20190623,Accessory,google,1,2,$130.00,/,desktop
1567,#10842,20190623,Accessory,google,1,2,$140.00,/,desktop
1568,#10842,20190623,Accessory,google,1,2,$398.00,/,desktop
1569,#10842,20190623,Accessory,google,1,2,$198.00,/,desktop
1570,#10842,20190623,Accessory,google,1,1,$99.00,/,desktop
1571,#10842,20190623,Boat A,google,1,2,"$3,198.00",/,desktop
1572,#10843,20190623,Accessory,google,209,4,$60.00,/collections/accessories,desktop
1573,#10834,20190622,Accessory,google,1,2,$30.00,/collections/kayaks,mobile
1574,#10835,20190622,Accessory,s4.socialannex.net,1,1,$375.00,/products/beach-lt?s4_reward_code=none&incentive_id=1&stat_id=41559568,desktop
1575,#10835,20190622,Accessory,s4.socialannex.net,1,1,$65.00,/products/beach-lt?s4_reward_code=none&incentive_id=1&stat_id=41559568,desktop
1576,#10835,20190622,Accessory,s4.socialannex.net,1,1,$99.00,/products/beach-lt?s4_reward_code=none&incentive_id=1&stat_id=41559568,desktop
1577,#10829,20190621,Accessory,google,6,1,$99.00,/checkout/payment,desktop
1578,#10830,20190621,Boat B,affirm.com,2,1,"$1,099.00",/checkout/thank_you,desktop
1579,#10830,20190621,Accessory,affirm.com,2,1,$375.00,/checkout/thank_you,desktop
1580,#10832,20190621,Accessory,google,1,1,$15.00,/,tablet
1581,#10833,20190621,Accessory,(direct),1,1,$220.00,/collections/accessories/products/fishing-kit,mobile
1582,#10823,20190620,Boat D,(direct),3,1,"$1,000.00",/checkout/payment,desktop
1583,#10824,20190620,Accessory,(direct),1,1,$70.00,/,desktop
1584,#10824,20190620,Accessory,(direct),1,1,$149.00,/,desktop
1585,#10824,20190620,Accessory,(direct),1,1,$99.00,/,desktop
1586,#10824,20190620,Accessory,(direct),1,1,$99.00,/,desktop
1587,#10825,20190620,Accessory,(direct),1,1,$30.00,/collections/replacementparts/products/bulkhead-bay-series?variant=17011431553,mobile
1588,#10828,20190620,Accessory,(direct),1,1,$199.00,/checkout/contact_information,mobile
1589,#10828,20190620,Boat B,(direct),1,1,"$1,299.00",/checkout/contact_information,mobile
1590,#10813,20190619,Boat A,Listrak,6,1,"$1,399.00",/,tablet
1591,#10814,20190619,Boat A,google,1,1,"$1,399.00",/,desktop
1592,#10814,20190619,Accessory,google,1,1,$199.00,/,desktop
1593,#10814,20190619,Accessory,google,1,1,$99.00,/,desktop
1594,#10815,20190619,Accessory,google,1,1,$99.00,/,desktop
1595,#10816,20190619,Accessory,Listrak,5,1,$99.00,/checkout/contact_information?discount=,desktop
1596,#10816,20190619,Boat A,Listrak,5,1,"$1,599.00",/checkout/contact_information?discount=,desktop
1597,#10817,20190619,Boat B,Listrak,1,1,"$1,299.00",/?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=A6TDLT10V3OLTGMG34G3LBRQ2O&trk_sid=VSHGO7256H38I2K8122OPIC8OG,desktop
1598,#10818,20190619,Accessory,google,9,1,$199.00,/,desktop
1599,#10818,20190619,Boat B,google,9,1,"$1,299.00",/,desktop
1600,#10819,20190619,Boat C,Listrak,13,1,"$2,399.00",/checkout/payment,desktop
1601,#10820,20190619,Accessory,google,5,1,$199.00,/,desktop
1602,#10820,20190619,Accessory,google,5,1,$99.00,/,desktop
1603,#10820,20190619,Boat A,google,5,1,"$1,599.00",/,desktop
1604,#10821,20190619,Accessory,Listrak,6,1,$99.00,/cart?trk_msg=A9VFM8PBMQPK3ADTODEVIR4S6C&trk_contact=VT4Q4MF209BF6AGAV417PPI9PC&trk_module=sca&trk_sid=SS7698KHOCMM8M4ACI41VI0UJS,desktop
1605,#10822,20190619,Accessory,(direct),1,1,$149.00,/,desktop
1606,#10822,20190619,Accessory,(direct),1,1,$199.00,/,desktop
1607,#10801,20190618,Accessory,knoji.com,14,1,$65.00,/,desktop
1608,#10801,20190618,Accessory,knoji.com,14,2,$198.00,/,desktop
1609,#10801,20190618,Accessory,knoji.com,14,2,$40.00,/,desktop
1610,#10801,20190618,Boat D,knoji.com,14,1,"$1,999.00",/,desktop
1611,#10802,20190618,Accessory,Listrak,2,1,$99.00,/collections/kayaks?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=4TN0BCLB662BBU8QV9G1H147EC&trk_sid=B72LMUNMI2GSB2K0MJK381VUO0,desktop
1612,#10802,20190618,Accessory,Listrak,2,1,$99.00,/collections/kayaks?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=4TN0BCLB662BBU8QV9G1H147EC&trk_sid=B72LMUNMI2GSB2K0MJK381VUO0,desktop
1613,#10802,20190618,Boat A,Listrak,2,1,"$1,599.00",/collections/kayaks?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=4TN0BCLB662BBU8QV9G1H147EC&trk_sid=B72LMUNMI2GSB2K0MJK381VUO0,desktop
1614,#10803,20190618,Accessory,Listrak,5,1,$199.00,/?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=3AF7VKQPT5J0JGG33P1MLQ1QCO&trk_sid=NR338HPT7GONEK20C2PDPSK6A8,tablet
1615,#10803,20190618,Accessory,Listrak,5,1,$99.00,/?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=3AF7VKQPT5J0JGG33P1MLQ1QCO&trk_sid=NR338HPT7GONEK20C2PDPSK6A8,tablet
1616,#10803,20190618,Accessory,Listrak,5,1,$99.00,/?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=3AF7VKQPT5J0JGG33P1MLQ1QCO&trk_sid=NR338HPT7GONEK20C2PDPSK6A8,tablet
1617,#10803,20190618,Accessory,Listrak,5,2,$40.00,/?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=3AF7VKQPT5J0JGG33P1MLQ1QCO&trk_sid=NR338HPT7GONEK20C2PDPSK6A8,tablet
1618,#10803,20190618,Boat A,Listrak,5,1,"$1,599.00",/?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=3AF7VKQPT5J0JGG33P1MLQ1QCO&trk_sid=NR338HPT7GONEK20C2PDPSK6A8,tablet
1619,#10805,20190618,Boat A,google,7,1,"$1,399.00",/products/beach-lt,desktop
1620,#10805,20190618,Accessory,google,7,1,$199.00,/products/beach-lt,desktop
1621,#10805,20190618,Accessory,google,7,1,$99.00,/products/beach-lt,desktop
1622,#10805,20190618,Accessory,google,7,1,$15.00,/products/beach-lt,desktop
1623,#10806,20190618,Accessory,Listrak,3,1,$199.00,/collections/kayaks?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=H7NM0QLIA701704KIBNHDLIFMC&trk_sid=1T0HMHLTG4GMJ9O2HOUEKRIGQ8,desktop
1624,#10806,20190618,Boat A,Listrak,3,1,"$1,599.00",/collections/kayaks?trk_msg=LFHUI8UGT24KHAMIA08241JCJ4&trk_contact=H7NM0QLIA701704KIBNHDLIFMC&trk_sid=1T0HMHLTG4GMJ9O2HOUEKRIGQ8,desktop
1625,#10807,20190618,Accessory,Listrak,17,1,$149.00,/pages/kayak-videos,desktop
1626,#10810,20190618,Accessory,(direct),5,1,$199.00,/pages/faqs,desktop
1627,#10810,20190618,Accessory,(direct),5,1,$99.00,/pages/faqs,desktop
1628,#10810,20190618,Boat A,(direct),5,1,"$1,599.00",/pages/faqs,desktop
1629,#10812,20190618,Boat B,(direct),1,1,"$1,099.00",/collections/accessories/products/oru-paddle,desktop
1630,#10812,20190618,Accessory,(direct),1,1,$199.00,/collections/accessories/products/oru-paddle,desktop
1631,#10791,20190617,Boat A,google,8,1,$20.00,/products/zipper-channel-bay-st,mobile
1632,#10792,20190617,Accessory,affirm.com,4,1,$65.00,/checkout/thank_you,tablet
1633,#10792,20190617,Accessory,affirm.com,4,1,$70.00,/checkout/thank_you,tablet
1634,#10792,20190617,Accessory,affirm.com,4,1,$199.00,/checkout/thank_you,tablet
1635,#10792,20190617,Accessory,affirm.com,4,1,$99.00,/checkout/thank_you,tablet
1636,#10792,20190617,Accessory,affirm.com,4,1,$99.00,/checkout/thank_you,tablet
1637,#10792,20190617,Accessory,affirm.com,4,1,$20.00,/checkout/thank_you,tablet
1638,#10792,20190617,Boat B,affirm.com,4,1,"$1,299.00",/checkout/thank_you,tablet
1639,#10793,20190617,Accessory,google,1,1,$149.00,/products/bay-st,desktop
1640,#10793,20190617,Accessory,google,1,1,$99.00,/products/bay-st,desktop
1641,#10793,20190617,Accessory,google,1,1,$99.00,/products/bay-st,desktop
1642,#10793,20190617,Boat A,google,1,1,"$1,599.00",/products/bay-st,desktop
1643,#10794,20190617,Accessory,affirm.com,2,2,$398.00,/checkout/thank_you,desktop
1644,#10794,20190617,Accessory,affirm.com,2,2,$198.00,/checkout/thank_you,desktop
1645,#10794,20190617,Boat B,affirm.com,2,2,"$2,598.00",/checkout/thank_you,desktop
1646,#10795,20190617,Boat B,Listrak,4,1,"$1,099.00",/checkout/payment,desktop
1647,#10795,20190617,Accessory,Listrak,4,1,$199.00,/checkout/payment,desktop
1648,#10796,20190617,Accessory,google,12,1,$15.00,/checkout/contact_information,desktop
1649,#10796,20190617,Accessory,google,12,1,$17.00,/checkout/contact_information,desktop
1650,#10796,20190617,Accessory,google,12,1,$65.00,/checkout/contact_information,desktop
1651,#10796,20190617,Accessory,google,12,1,$30.00,/checkout/contact_information,desktop
1652,#10797,20190617,Accessory,orukayak.helpdocs.io,5,1,$30.00,/checkout/contact_information,desktop
1653,#10798,20190617,Accessory,google,1,1,$70.00,/pages/2017-oru-kayak-lineup-vs-2016-lineup,desktop
1654,#10798,20190617,Accessory,google,1,1,$199.00,/pages/2017-oru-kayak-lineup-vs-2016-lineup,desktop
1655,#10798,20190617,Accessory,google,1,1,$99.00,/pages/2017-oru-kayak-lineup-vs-2016-lineup,desktop
1656,#10798,20190617,Boat A,google,1,1,"$1,599.00",/pages/2017-oru-kayak-lineup-vs-2016-lineup,desktop
1657,#10800,20190617,Accessory,duckduckgo,2,1,$17.00,/,mobile
1658,#10783,20190616,Boat A,google,2,1,"$1,399.00",/,mobile
1659,#10783,20190616,Accessory,google,2,1,$149.00,/,mobile
1660,#10783,20190616,Accessory,google,2,1,$99.00,/,mobile
1661,#10783,20190616,Accessory,google,2,1,$99.00,/,mobile
1662,#10784,20190616,Boat A,google,4,2,"$3,198.00",/cart,desktop
1663,#10785,20190616,Accessory,pay.shopify.com,6,1,$70.00,/checkout/review,mobile
1664,#10786,20190616,Accessory,privy,5,1,$149.00,/,desktop
1665,#10786,20190616,Accessory,privy,5,1,$99.00,/,desktop
1666,#10786,20190616,Accessory,privy,5,1,$99.00,/,desktop
1667,#10786,20190616,Boat A,privy,5,1,"$1,599.00",/,desktop
1668,#10787,20190616,Accessory,Listrak,1,1,$199.00,/?trk_msg=K1L5CAG0KQGKFBERQ842DPKHHS&trk_contact=EE4NVD476ROMPA7BMHJ7NT33A8&trk_module=wel&trk_sid=88SR9MSB2MO0RKSKR8OJHO6KNG,tablet
1669,#10787,20190616,Boat A,Listrak,1,1,"$1,599.00",/?trk_msg=K1L5CAG0KQGKFBERQ842DPKHHS&trk_contact=EE4NVD476ROMPA7BMHJ7NT33A8&trk_module=wel&trk_sid=88SR9MSB2MO0RKSKR8OJHO6KNG,tablet
1670,#10788,20190616,Boat A,google,6,1,"$1,399.00",/products/bay-st,desktop
1671,#10788,20190616,Accessory,google,6,1,$199.00,/products/bay-st,desktop
1672,#10789,20190616,Accessory,google,17,2,$140.00,/,mobile
1673,#10789,20190616,Accessory,google,17,1,$15.00,/,mobile
1674,#10790,20190616,Accessory,(direct),4,1,$199.00,/,mobile
1675,#10790,20190616,Boat B,(direct),4,1,"$1,299.00",/,mobile
1676,#10771,20190615,Accessory,youtube.com,1,1,$99.00,/?aff=20,desktop
1677,#10771,20190615,Boat A,youtube.com,1,1,"$1,599.00",/?aff=20,desktop
1678,#10772,20190615,Boat A,Listrak,1,2,"$2,798.00",/collections/accessories?trk_msg=O26L455DUETK1FTB50SGOECSQ8&trk_contact=96GQ4KI1BFFU5RNF1B488J04UO&trk_sid=FGLBPHH2USG63Q5DSDU989I9GO,desktop
1679,#10772,20190615,Accessory,Listrak,1,2,$398.00,/collections/accessories?trk_msg=O26L455DUETK1FTB50SGOECSQ8&trk_contact=96GQ4KI1BFFU5RNF1B488J04UO&trk_sid=FGLBPHH2USG63Q5DSDU989I9GO,desktop
1680,#10773,20190615,Boat D,google,3,1,"$1,999.00",/,desktop
1681,#10774,20190615,Accessory,Listrak,1,2,$140.00,/collections/accessories?trk_msg=O26L455DUETK1FTB50SGOECSQ8&trk_contact=96GQ4KI1BFFU5RNF1B488J04UO&trk_sid=FGLBPHH2USG63Q5DSDU989I9GO,desktop
1682,#10774,20190615,Accessory,Listrak,1,2,$198.00,/collections/accessories?trk_msg=O26L455DUETK1FTB50SGOECSQ8&trk_contact=96GQ4KI1BFFU5RNF1B488J04UO&trk_sid=FGLBPHH2USG63Q5DSDU989I9GO,desktop
1683,#10774,20190615,Accessory,Listrak,1,2,$198.00,/collections/accessories?trk_msg=O26L455DUETK1FTB50SGOECSQ8&trk_contact=96GQ4KI1BFFU5RNF1B488J04UO&trk_sid=FGLBPHH2USG63Q5DSDU989I9GO,desktop
1684,#10774,20190615,Accessory,Listrak,1,2,$30.00,/collections/accessories?trk_msg=O26L455DUETK1FTB50SGOECSQ8&trk_contact=96GQ4KI1BFFU5RNF1B488J04UO&trk_sid=FGLBPHH2USG63Q5DSDU989I9GO,desktop
1685,#10775,20190615,Accessory,(direct),1,1,$99.00,/collections/kayaks,mobile
1686,#10775,20190615,Accessory,(direct),1,1,$99.00,/collections/kayaks,mobile
1687,#10775,20190615,Boat A,(direct),1,1,"$1,599.00",/collections/kayaks,mobile
1688,#10776,20190615,Accessory,searchencrypt.com,2,1,$17.00,/collections/replacementparts,desktop
1689,#10777,20190615,Accessory,affirm.com,3,1,$375.00,/checkout/thank_you,mobile
1690,#10777,20190615,Accessory,affirm.com,3,1,$199.00,/checkout/thank_you,mobile
1691,#10777,20190615,Boat A,affirm.com,3,1,"$1,599.00",/checkout/thank_you,mobile
1692,#10778,20190615,Boat A,google,2,1,"$1,599.00",/products/bay-st-kayak-factory-firsts,desktop
1693,#10779,20190615,Accessory,google,4,1,$375.00,/collections/accessories/products/oru-pack,desktop
1694,#10779,20190615,Accessory,google,4,1,$149.00,/collections/accessories/products/oru-pack,desktop
1695,#10779,20190615,Accessory,google,4,1,$15.00,/collections/accessories/products/oru-pack,desktop
1696,#10779,20190615,Boat C,google,4,1,"$2,499.00",/collections/accessories/products/oru-pack,desktop
1697,#10780,20190615,Boat A,affirm.com,3,1,"$1,399.00",/checkout/thank_you,desktop
1698,#10780,20190615,Accessory,affirm.com,3,1,$99.00,/checkout/thank_you,desktop
1699,#10780,20190615,Accessory,affirm.com,3,1,$99.00,/checkout/thank_you,desktop
1700,#10781,20190615,Accessory,orukayak.knoji.com,8,1,$99.00,/,desktop
1701,#10781,20190615,Boat B,orukayak.knoji.com,8,1,"$1,299.00",/,desktop
1702,#10782,20190615,Accessory,facebook.com,2,1,$65.00,/collections/kayaks?fbclid=IwAR1KpPWlOM_F0RYsM-2L93SYUVt-YKlCR47niGafv4-xcafUoJ6eDIc0DNQ,desktop
1703,#10782,20190615,Accessory,facebook.com,2,1,$199.00,/collections/kayaks?fbclid=IwAR1KpPWlOM_F0RYsM-2L93SYUVt-YKlCR47niGafv4-xcafUoJ6eDIc0DNQ,desktop
1704,#10782,20190615,Accessory,facebook.com,2,1,$99.00,/collections/kayaks?fbclid=IwAR1KpPWlOM_F0RYsM-2L93SYUVt-YKlCR47niGafv4-xcafUoJ6eDIc0DNQ,desktop
1705,#10782,20190615,Accessory,facebook.com,2,1,$99.00,/collections/kayaks?fbclid=IwAR1KpPWlOM_F0RYsM-2L93SYUVt-YKlCR47niGafv4-xcafUoJ6eDIc0DNQ,desktop
1706,#10782,20190615,Boat B,facebook.com,2,1,"$1,299.00",/collections/kayaks?fbclid=IwAR1KpPWlOM_F0RYsM-2L93SYUVt-YKlCR47niGafv4-xcafUoJ6eDIc0DNQ,desktop
1707,#10765,20190614,Accessory,google,1,1,$199.00,/,desktop
1708,#10765,20190614,Accessory,google,1,1,$99.00,/,desktop
1709,#10765,20190614,Boat A,google,1,1,"$1,599.00",/,desktop
1710,#10767,20190614,Accessory,google,1,1,$70.00,/,mobile
1711,#10767,20190614,Accessory,google,1,1,$149.00,/,mobile
1712,#10768,20190614,Boat A,affirm.com,3,1,"$1,399.00",/checkout/thank_you,mobile
1713,#10769,20190614,Boat B,affirm.com,2,1,"$1,299.00",/checkout/thank_you,mobile
1714,#10770,20190614,Boat B,google,1,2,"$2,198.00",/,desktop
1715,#10770,20190614,Accessory,google,1,2,$398.00,/,desktop
1716,#10770,20190614,Accessory,google,1,1,$99.00,/,desktop
1717,#10756,20190613,Accessory,(direct),1,1,$70.00,/products/replacement-fairings,desktop
1718,#10757,20190613,Accessory,affirm.com,24,1,$199.00,/checkout/thank_you,desktop
1719,#10757,20190613,Accessory,affirm.com,24,1,$99.00,/checkout/thank_you,desktop
1720,#10757,20190613,Boat B,affirm.com,24,1,"$1,299.00",/checkout/thank_you,desktop
1721,#10758,20190613,Accessory,google,2,1,$199.00,/,desktop
1722,#10758,20190613,Accessory,google,2,1,$99.00,/,desktop
1723,#10758,20190613,Boat B,google,2,1,"$1,299.00",/,desktop
1724,#10759,20190613,Accessory,affirm.com,6,1,$199.00,/checkout/thank_you,mobile
1725,#10759,20190613,Accessory,affirm.com,6,2,$198.00,/checkout/thank_you,mobile
1726,#10759,20190613,Boat B,affirm.com,6,2,"$2,598.00",/checkout/thank_you,mobile
1727,#10760,20190613,Accessory,(direct),1,2,$398.00,/collections/accessories,desktop
1728,#10763,20190613,Accessory,Listrak,5,1,$65.00,/?trk_msg=F8CIJ77C4TKKRC9GB456Q720KC&trk_contact=I25LG78U5BDIDH83NOTODA1Q4S&trk_sid=CK52HR7JGA3DBFVAVLMUKAOGPS,desktop
1729,#10763,20190613,Accessory,Listrak,5,1,$199.00,/?trk_msg=F8CIJ77C4TKKRC9GB456Q720KC&trk_contact=I25LG78U5BDIDH83NOTODA1Q4S&trk_sid=CK52HR7JGA3DBFVAVLMUKAOGPS,desktop
1730,#10763,20190613,Accessory,Listrak,5,1,$99.00,/?trk_msg=F8CIJ77C4TKKRC9GB456Q720KC&trk_contact=I25LG78U5BDIDH83NOTODA1Q4S&trk_sid=CK52HR7JGA3DBFVAVLMUKAOGPS,desktop
1731,#10763,20190613,Accessory,Listrak,5,1,$99.00,/?trk_msg=F8CIJ77C4TKKRC9GB456Q720KC&trk_contact=I25LG78U5BDIDH83NOTODA1Q4S&trk_sid=CK52HR7JGA3DBFVAVLMUKAOGPS,desktop
1732,#10763,20190613,Accessory,Listrak,5,1,$15.00,/?trk_msg=F8CIJ77C4TKKRC9GB456Q720KC&trk_contact=I25LG78U5BDIDH83NOTODA1Q4S&trk_sid=CK52HR7JGA3DBFVAVLMUKAOGPS,desktop
1733,#10763,20190613,Accessory,Listrak,5,1,$20.00,/?trk_msg=F8CIJ77C4TKKRC9GB456Q720KC&trk_contact=I25LG78U5BDIDH83NOTODA1Q4S&trk_sid=CK52HR7JGA3DBFVAVLMUKAOGPS,desktop
1734,#10763,20190613,Boat B,Listrak,5,1,"$1,299.00",/?trk_msg=F8CIJ77C4TKKRC9GB456Q720KC&trk_contact=I25LG78U5BDIDH83NOTODA1Q4S&trk_sid=CK52HR7JGA3DBFVAVLMUKAOGPS,desktop
1735,#10742,20190612,Accessory,(direct),2,1,$15.00,/products/the-haven-tandem-kayak,desktop
1736,#10742,20190612,Boat D,(direct),2,1,"$1,999.00",/products/the-haven-tandem-kayak,desktop
1737,#10743,20190612,Accessory,affirm.com,8,1,$199.00,/checkout/thank_you,mobile
1738,#10743,20190612,Boat A,affirm.com,8,1,"$1,599.00",/checkout/thank_you,mobile
1739,#10744,20190612,Accessory,google,2,1,$79.00,/collections/certified-pre-owned,desktop
1740,#10744,20190612,Accessory,google,2,1,$99.00,/collections/certified-pre-owned,desktop
1741,#10744,20190612,Accessory,google,2,1,$99.00,/collections/certified-pre-owned,desktop
1742,#10745,20190612,Accessory,pay.shopify.com,3,1,$199.00,/checkout/review,desktop
1743,#10745,20190612,Boat A,pay.shopify.com,3,1,"$1,599.00",/checkout/review,desktop
1744,#10747,20190612,Accessory,(direct),1,1,$99.00,/,desktop
1745,#10747,20190612,Accessory,(direct),1,1,$99.00,/,desktop
1746,#10748,20190612,Accessory,OrderlyEmails,17,1,$375.00,/checkout/payment,mobile
1747,#10750,20190612,Accessory,affirm.com,4,1,$79.00,/checkout/thank_you,desktop
1748,#10750,20190612,Accessory,affirm.com,4,2,$398.00,/checkout/thank_you,desktop
1749,#10750,20190612,Boat A,affirm.com,4,2,"$3,198.00",/checkout/thank_you,desktop
1750,#10751,20190612,Accessory,m.facebook.com,2,1,$199.00,/,tablet
1751,#10751,20190612,Accessory,m.facebook.com,2,1,$99.00,/,tablet
1752,#10751,20190612,Boat B,m.facebook.com,2,1,"$1,299.00",/,tablet
1753,#10752,20190612,Accessory,google,2,1,$15.00,/collections/replacementparts,mobile
1754,#10753,20190612,Accessory,Listrak,2,1,$199.00,/products/oru-pack,mobile
1755,#10753,20190612,Accessory,Listrak,2,1,$99.00,/products/oru-pack,mobile
1756,#10753,20190612,Boat A,Listrak,2,1,"$1,599.00",/products/oru-pack,mobile
1757,#10754,20190612,Accessory,affirm.com,5,1,$149.00,/checkout/thank_you,tablet
1758,#10754,20190612,Boat A,affirm.com,5,1,"$1,599.00",/checkout/thank_you,tablet
1759,#10755,20190612,Boat A,affirm.com,3,1,"$1,399.00",/checkout/thank_you,desktop
1760,#10755,20190612,Accessory,affirm.com,3,1,$199.00,/checkout/thank_you,desktop
1761,#10755,20190612,Accessory,affirm.com,3,1,$99.00,/checkout/thank_you,desktop
1762,#10755,20190612,Accessory,affirm.com,3,1,$99.00,/checkout/thank_you,desktop
1763,#10739,20190611,Accessory,google,4,1,$99.00,/cart,desktop
1764,#10740,20190611,Accessory,(direct),1,2,$30.00,/products/repair-kit,desktop
1765,#10741,20190611,Accessory,google,13,1,$99.00,/,mobile
1766,#10731,20190610,Accessory,(direct),1,1,$70.00,/,desktop
1767,#10731,20190610,Accessory,(direct),1,1,$35.00,/,desktop
1768,#10732,20190610,Accessory,google,1,2,$30.00,/,desktop
1769,#10733,20190610,Accessory,affirm.com,5,1,$199.00,/checkout/thank_you,mobile
1770,#10733,20190610,Boat A,affirm.com,5,1,"$1,599.00",/checkout/thank_you,mobile
1771,#10734,20190610,Accessory,Listrak,3,1,$199.00,/,desktop
1772,#10734,20190610,Accessory,Listrak,3,1,$99.00,/,desktop
1773,#10734,20190610,Accessory,Listrak,3,1,$99.00,/,desktop
1774,#10735,20190610,Boat A,bing,10,1,"$1,599.00",/,desktop
1775,#10736,20190610,Accessory,google,2,1,$79.00,/checkout/contact_information?discount=,mobile
1776,#10736,20190610,Accessory,google,2,1,$199.00,/checkout/contact_information?discount=,mobile
1777,#10736,20190610,Accessory,google,2,1,$99.00,/checkout/contact_information?discount=,mobile
1778,#10736,20190610,Boat A,google,2,1,"$1,599.00",/checkout/contact_information?discount=,mobile
1779,#10730,20190609,Accessory,google,3,1,$99.00,/products/oru-paddle,desktop
1780,#10725,20190608,Accessory,(direct),1,1,$70.00,/,desktop
1781,#10725,20190608,Accessory,(direct),1,1,$15.00,/,desktop
1782,#10726,20190608,Boat A,google,5,1,"$1,599.00",/products/x-shipping,desktop
1783,#10727,20190608,Boat A,google,5,1,"$1,599.00",/products/x-shipping,desktop
1784,#10728,20190608,Boat A,Listrak,4,1,"$1,599.00",/,desktop
1785,#10721,20190607,Accessory,google,6,1,$79.00,/checkout/shipping,mobile
1786,#10721,20190607,Accessory,google,6,1,$199.00,/checkout/shipping,mobile
1787,#10721,20190607,Accessory,google,6,1,$99.00,/checkout/shipping,mobile
1788,#10721,20190607,Accessory,google,6,1,$99.00,/checkout/shipping,mobile
1789,#10723,20190607,Accessory,(direct),1,1,$20.00,/checkout/contact_information,mobile
1790,#10724,20190607,Accessory,google,1,2,$40.00,/,mobile
1791,#10709,20190606,Accessory,google,2,1,$199.00,/account/login,desktop
1792,#10711,20190606,Accessory,(direct),1,2,$398.00,/collections/accessories,desktop
1793,#10713,20190606,Accessory,google,6,1,$70.00,/checkout/shipping,desktop
1794,#10713,20190606,Accessory,google,6,1,$149.00,/checkout/shipping,desktop
1795,#10713,20190606,Accessory,google,6,1,$15.00,/checkout/shipping,desktop
1796,#10715,20190606,Accessory,(direct),4,1,$15.00,/checkout/contact_information,mobile
1797,#10715,20190606,Accessory,(direct),4,1,$17.00,/checkout/contact_information,mobile
1798,#10716,20190606,Boat B,bing,9,2,"$2,598.00",/,desktop
1799,#10719,20190606,Accessory,s4.socialannex.net,8,1,$99.00,/collections/accessories/products/oru-pfd?variant=5938621185&s4_reward_code=none&incentive_id=1&stat_id=41010400,desktop
1800,#10720,20190606,Accessory,google,5,1,$79.00,/products/oru-nylon-spray-skirt,desktop
1801,#10707,20190605,Boat A,(direct),5,1,"$1,599.00",/collections/accessories,mobile
1802,#10708,20190605,Accessory,(direct),1,1,$99.00,/,desktop
1803,#10708,20190605,Accessory,(direct),1,1,$99.00,/,desktop
1804,#10704,20190604,Accessory,duckduckgo.com,1,1,$199.00,/,desktop
1805,#10704,20190604,Accessory,duckduckgo.com,1,1,$99.00,/,desktop
1806,#10704,20190604,Boat A,duckduckgo.com,1,1,"$1,599.00",/,desktop
1807,#10705,20190604,Accessory,pay.shopify.com,2,1,$79.00,/checkout/review,desktop
1808,#10705,20190604,Accessory,pay.shopify.com,2,1,$99.00,/checkout/review,desktop
1809,#10705,20190604,Accessory,pay.shopify.com,2,1,$99.00,/checkout/review,desktop
1810,#10705,20190604,Boat C,pay.shopify.com,2,1,"$2,499.00",/checkout/review,desktop
1811,#10698,20190603,Accessory,(direct),2,2,$140.00,/collections/kayaks,tablet
1812,#10698,20190603,Accessory,(direct),2,2,$198.00,/collections/kayaks,tablet
1813,#10698,20190603,Accessory,(direct),2,3,$297.00,/collections/kayaks,tablet
1814,#10698,20190603,Boat D,(direct),2,1,"$1,999.00",/collections/kayaks,tablet
1815,#10699,20190603,Accessory,google,2,1,$30.00,/checkout/shipping,desktop
1816,#10699,20190603,Accessory,google,2,1,$30.00,/checkout/shipping,desktop
